"Job_ID","Pipeline_ID","Scan_Type","Severity","Vulnerability_Count","Arrival_Time_Min","Service_Time_Min","Risk_Score","Developer_Experience","Code_Change_Size","Severity_Score","Vulnerability_Normalized","Risk_Normalized","Waiting_Factor","GatekeeperX_Priority_Score","Priority_Class","Security_Decision","Queue_Position","Service_Start_Time","Completion_Time","Actual_Waiting_Time","Turnaround_Time","Dynamic_Priority","Simulation_Queue_Position","Simulation_Status"
256,"PL-0141","SCA","Low",1,607.43,4.26,21.98,"Junior","Large",25,6.25,21.98,24.2113948167694,20.42,"P4 - Low","PASS",960,1168.03,1172.29,560.6,564.86,100,256,"Completed"
257,"PL-0030","SAST","Low",3,607.97,4.37,28.16,"Intermediate","Medium",25,18.75,28.16,24.2329185367059,24.46,"P4 - Low","PASS",867,1172.29,1176.66,564.32,568.69,100,257,"Completed"
258,"PL-0054","IaC","High",7,611.23,4.25,88.45,"Senior","Small",75,43.75,88.45,24.3628580311376,67.05,"P2 - High","WAIT / PRIORITIZE",208,1176.66,1180.91,565.43,569.68,100,258,"Completed"
259,"PL-0002","DAST","Medium",3,614.87,5.03,54.31,"Senior","Small",50,18.75,54.31,24.5079438470062,42.28,"P3 - Medium","PASS WITH MONITORING",628,1180.91,1185.94,566.04,571.07,100,259,"Completed"
260,"PL-0028","IaC","Medium",3,615.33,3.81,35.56,"Junior","Large",50,18.75,35.56,24.5262788676929,37.59,"P4 - Low","PASS",726,1185.94,1189.75,570.61,574.42,100,260,"Completed"
261,"PL-0111","Container","High",6,622.85,3.62,82.59,"Junior","Medium",75,37.5,82.59,24.8260165971796,64.38,"P2 - High","WAIT / PRIORITIZE",264,1189.75,1193.37,566.9,570.52,100,261,"Completed"
262,"PL-0212","SAST","Critical",8,623.37,4.56,100,"Junior","Medium",100,50,100,24.8467431423037,82.48,"P1 - Critical","BLOCK",78,1193.37,1197.93,570,574.56,100,262,"Completed"
263,"PL-0235","IaC","Critical",8,628.08,3.61,99.95,"Intermediate","Small",100,50,99.95,25.0344778106391,82.49,"P1 - Critical","BLOCK",77,1197.93,1201.54,569.85,573.46,100,263,"Completed"
264,"PL-0265","SAST","Medium",3,629.26,4.28,50.61,"Junior","Medium",50,18.75,50.61,25.0815111245745,41.41,"P3 - Medium","PASS WITH MONITORING",648,1201.54,1205.82,572.28,576.56,100,264,"Completed"
265,"PL-0138","Container","Medium",4,635.36,5.95,44.6,"Junior","Small",50,25,44.6,25.3246494423762,41.18,"P3 - Medium","PASS WITH MONITORING",654,1205.82,1211.77,570.46,576.41,100,265,"Completed"
266,"PL-0199","SAST","Low",3,641.46,3.42,48.4,"Junior","Medium",25,18.75,48.4,25.5677877601779,29.66,"P4 - Low","PASS WITH MONITORING",774,1211.77,1215.19,570.31,573.73,100,266,"Completed"
267,"PL-0115","IaC","High",4,643.81,3.04,78.72,"Senior","Medium",75,25,78.72,25.6614558006425,61,"P2 - High","WAIT / PRIORITIZE",313,1215.19,1218.23,571.38,574.42,100,267,"Completed"
268,"PL-0082","DAST","Medium",1,645.76,5.93,52.07,"Intermediate","Small",50,6.25,52.07,25.7391803448578,39.34,"P4 - Low","PASS WITH MONITORING",692,1218.23,1224.16,572.47,578.4,100,268,"Completed"
269,"PL-0108","SAST","Low",2,646.38,3.16,17.88,"Senior","Medium",25,12.5,17.88,25.7638927640442,20.8,"P4 - Low","PASS",953,1224.16,1227.32,577.78,580.94,100,269,"Completed"
270,"PL-0202","DAST","Medium",4,647.64,4.72,51.43,"Junior","Medium",50,25,51.43,25.8141147772295,42.94,"P3 - Medium","PASS WITH MONITORING",613,1227.32,1232.04,579.68,584.4,100,270,"Completed"
271,"PL-0073","SCA","High",5,649.54,2.77,83.34,"Junior","Small",75,31.25,83.34,25.8898463844136,63.42,"P2 - High","WAIT / PRIORITIZE",278,1232.04,1234.81,582.5,585.27,100,271,"Completed"
272,"PL-0147","IaC","Medium",4,650.81,4.24,42.19,"Intermediate","Small",50,25,42.19,25.9404669850051,40.64,"P3 - Medium","PASS WITH MONITORING",665,1234.81,1239.05,584,588.24,100,272,"Completed"
273,"PL-0046","SAST","Critical",10,651.02,5.18,100,"Junior","Small",100,62.5,100,25.948837320536,85.09,"P1 - Critical","BLOCK",57,1239.05,1244.23,588.03,593.21,100,273,"Completed"
274,"PL-0247","IaC","Medium",6,652,1.68,46.61,"Junior","Large",50,37.5,46.61,25.9878988863468,44.25,"P3 - Medium","PASS WITH MONITORING",571,1244.23,1245.91,592.23,593.91,100,274,"Completed"
275,"PL-0131","IaC","Critical",8,652.49,3.42,100,"Intermediate","Small",100,50,100,26.0074296692522,82.6,"P1 - Critical","BLOCK",75,1245.91,1249.33,593.42,596.84,100,275,"Completed"
276,"PL-0150","DAST","Low",2,653.03,6.58,24.6,"Intermediate","Medium",25,12.5,24.6,26.0289533891887,22.5,"P4 - Low","PASS",915,1249.33,1255.91,596.3,602.88,100,276,"Completed"
277,"PL-0061","Container","Medium",2,654.92,5.38,37.98,"Senior","Small",50,12.5,37.98,26.1042864089666,37.11,"P4 - Low","PASS",731,1255.91,1261.29,600.99,606.37,100,277,"Completed"
278,"PL-0020","DAST","Medium",5,659.02,5.49,48.56,"Intermediate","Medium",50,31.25,48.56,26.2677072455219,43.52,"P3 - Medium","PASS WITH MONITORING",596,1261.29,1266.78,602.27,607.76,100,278,"Completed"
279,"PL-0170","IaC","Low",3,660.2,4.24,23.52,"Intermediate","Large",25,18.75,23.52,26.3147405594573,23.51,"P4 - Low","PASS",887,1266.78,1271.02,606.58,610.82,100,279,"Completed"
280,"PL-0017","Container","Medium",5,672.39,5.73,44.23,"Senior","Medium",50,31.25,44.23,26.8006186076545,42.49,"P3 - Medium","PASS WITH MONITORING",621,1271.02,1276.75,598.63,604.36,100,280,"Completed"
281,"PL-0082","SCA","Medium",5,674.54,3.68,55.11,"Intermediate","Medium",50,31.25,55.11,26.8863148999944,45.22,"P3 - Medium","PASS WITH MONITORING",541,1276.75,1280.43,602.21,605.89,100,281,"Completed"
282,"PL-0211","SAST","High",4,677.14,2.97,74.49,"Intermediate","Large",75,25,74.49,26.9899476256148,60.07,"P2 - High","WAIT / PRIORITIZE",319,1280.43,1283.4,603.29,606.26,100,282,"Completed"
283,"PL-0174","IaC","Medium",3,678.16,2.11,57.9,"Intermediate","Large",50,18.75,57.9,27.0306035410505,43.43,"P3 - Medium","PASS WITH MONITORING",606,1283.4,1285.51,605.24,607.35,100,283,"Completed"
284,"PL-0273","SAST","Medium",4,687.77,3.24,47.19,"Senior","Small",50,25,47.19,27.4136460384398,42.04,"P3 - Medium","PASS WITH MONITORING",636,1285.51,1288.75,597.74,600.98,100,284,"Completed"
285,"PL-0094","IaC","Low",1,688.67,4.93,22.54,"Junior","Large",25,6.25,22.54,27.4495189050007,20.88,"P4 - Low","PASS",951,1288.75,1293.68,600.08,605.01,100,285,"Completed"
286,"PL-0178","Container","Medium",4,691.81,5.09,42.76,"Senior","Medium",50,25,42.76,27.5746753505576,40.95,"P3 - Medium","PASS WITH MONITORING",658,1293.68,1298.77,601.87,606.96,100,286,"Completed"
287,"PL-0179","SAST","High",12,692.53,4.99,91.21,"Senior","Medium",75,75,91.21,27.6033736438063,74.31,"P2 - High","WAIT / PRIORITIZE",121,1298.77,1303.76,606.24,611.23,100,287,"Completed"
288,"PL-0074","IaC","Medium",6,693.83,3.97,51.47,"Intermediate","Medium",50,37.5,51.47,27.6551900066166,45.63,"P3 - Medium","PASS WITH MONITORING",529,1303.76,1307.73,609.93,613.9,100,288,"Completed"
289,"PL-0231","SAST","Low",2,694.87,3.83,9.53,"Junior","Medium",25,12.5,9.53,27.6966430968647,18.9,"P4 - Low","PASS",982,1307.73,1311.56,612.86,616.69,100,289,"Completed"
290,"PL-0116","IaC","Critical",9,697.25,4.75,100,"Intermediate","Medium",100,56.25,100,27.791506899548,84.03,"P1 - Critical","BLOCK",66,1311.56,1316.31,614.31,619.06,100,290,"Completed"
291,"PL-0214","Container","Low",1,697.73,5.78,24.01,"Intermediate","Medium",25,6.25,24.01,27.8106390950472,21.28,"P4 - Low","PASS",942,1316.31,1322.09,618.58,624.36,100,291,"Completed"
292,"PL-0108","SAST","Medium",4,700.89,4.67,55.88,"Intermediate","Large",50,25,55.88,27.9365927154166,44.26,"P3 - Medium","PASS WITH MONITORING",570,1322.09,1326.76,621.2,625.87,100,292,"Completed"
293,"PL-0147","SCA","Medium",3,700.96,5.17,52.86,"Intermediate","Small",50,18.75,52.86,27.9393828272602,42.26,"P3 - Medium","PASS WITH MONITORING",629,1326.76,1331.93,625.8,630.97,100,293,"Completed"
294,"PL-0236","SAST","Medium",9,704.22,6.45,58.21,"Intermediate","Small",50,56.25,58.21,28.0693223216919,51.11,"P3 - Medium","PASS WITH MONITORING",393,1331.93,1338.38,627.71,634.16,100,294,"Completed"
295,"PL-0089","Container","Medium",5,709.38,6.47,61.25,"Junior","Medium",50,31.25,61.25,28.2749934233078,46.89,"P3 - Medium","PASS WITH MONITORING",489,1338.38,1344.85,629,635.47,100,295,"Completed"
296,"PL-0030","IaC","Medium",5,709.75,2.34,63.88,"Junior","Small",50,31.25,63.88,28.2897411573384,47.55,"P3 - Medium","PASS WITH MONITORING",476,1344.85,1347.19,635.1,637.44,100,296,"Completed"
297,"PL-0106","Container","Low",2,712.94,6.38,13.6,"Junior","Medium",25,12.5,13.6,28.4168905399265,19.99,"P4 - Low","PASS",965,1347.19,1353.57,634.25,640.63,100,297,"Completed"
298,"PL-0103","SAST","Low",2,713.68,4,26.14,"Intermediate","Small",25,12.5,26.14,28.4463860079877,23.13,"P4 - Low","PASS",898,1353.57,1357.57,639.89,643.89,100,298,"Completed"
299,"PL-0243","SCA","High",7,714.66,4.51,81.82,"Junior","Small",75,43.75,81.82,28.4854475737985,65.8,"P2 - High","WAIT / PRIORITIZE",236,1357.57,1362.08,642.91,647.42,100,299,"Completed"
300,"PL-0258","SAST","Medium",5,716,3.67,35.3,"Intermediate","Small",50,31.25,35.3,28.5388582862336,40.43,"P3 - Medium","PASS",671,1362.08,1365.75,646.08,649.75,100,300,"Completed"
301,"PL-0184","SAST","Medium",3,720.06,4.54,53.44,"Senior","Small",50,18.75,53.44,28.7006847731639,42.48,"P3 - Medium","PASS WITH MONITORING",622,1365.75,1370.29,645.69,650.23,100,301,"Completed"
302,"PL-0287","DAST","Medium",7,722.66,7.94,53.06,"Intermediate","Small",50,43.75,53.06,28.8043174987843,47.4,"P3 - Medium","PASS WITH MONITORING",479,1370.29,1378.23,647.63,655.57,100,302,"Completed"
303,"PL-0197","SAST","High",4,723.32,4.26,78.09,"Intermediate","Small",75,25,78.09,28.8306242675956,61.16,"P2 - High","WAIT / PRIORITIZE",308,1378.23,1382.49,654.91,659.17,100,303,"Completed"
304,"PL-0142","IaC","Medium",6,729.49,3.73,53.59,"Senior","Medium",50,37.5,53.59,29.076552697241,46.31,"P3 - Medium","PASS WITH MONITORING",505,1382.49,1386.22,653,656.73,100,304,"Completed"
305,"PL-0192","SAST","Medium",1,732.03,4.13,46.98,"Intermediate","Large",50,6.25,46.98,29.177793898424,38.41,"P4 - Low","PASS WITH MONITORING",715,1386.22,1390.35,654.19,658.32,100,305,"Completed"
306,"PL-0234","IaC","Low",2,732.69,3.85,12.47,"Senior","Medium",25,12.5,12.47,29.2041006672353,19.79,"P4 - Low","PASS",969,1390.35,1394.2,657.66,661.51,100,306,"Completed"
307,"PL-0047","SCA","Medium",5,733.43,3.51,43.5,"Junior","Medium",50,31.25,43.5,29.2335961352965,42.55,"P3 - Medium","PASS WITH MONITORING",620,1394.2,1397.71,660.77,664.28,100,307,"Completed"
308,"PL-0193","DAST","Critical",6,735.86,4.83,92.57,"Senior","Small",100,37.5,92.57,29.330452875011,78.58,"P2 - High","BLOCK",103,1397.71,1402.54,661.85,666.68,100,308,"Completed"
309,"PL-0049","DAST","High",11,736.32,7.5,84.27,"Intermediate","Medium",75,68.75,84.27,29.3487878956976,71.5,"P2 - High","WAIT / PRIORITIZE",136,1402.54,1410.04,666.22,673.72,100,309,"Completed"
310,"PL-0022","DAST","Medium",5,738.91,6.27,57.36,"Intermediate","Large",50,31.25,57.36,29.4520220339118,46.04,"P3 - Medium","PASS WITH MONITORING",516,1410.04,1416.31,671.13,677.4,100,310,"Completed"
311,"PL-0257","DAST","Medium",1,740.21,5.9,43.68,"Senior","Small",50,6.25,43.68,29.503838396722,37.62,"P4 - Low","PASS WITH MONITORING",725,1416.31,1422.21,676.1,682,100,311,"Completed"
312,"PL-0235","DAST","High",6,741.62,6.85,83.08,"Senior","Large",75,37.5,83.08,29.5600392210008,64.98,"P2 - High","WAIT / PRIORITIZE",249,1422.21,1429.06,680.59,687.44,100,312,"Completed"
313,"PL-0132","SAST","High",7,753.22,4.7,74.98,"Intermediate","Medium",75,43.75,74.98,30.0224006122303,64.25,"P2 - High","WAIT / PRIORITIZE",265,1429.06,1433.76,675.84,680.54,100,313,"Completed"
314,"PL-0067","SCA","Medium",1,754.12,3.54,57.2,"Intermediate","Small",50,6.25,57.2,30.0582734787912,41.06,"P3 - Medium","PASS WITH MONITORING",656,1433.76,1437.3,679.64,683.18,100,314,"Completed"
315,"PL-0187","DAST","High",3,758.37,6.06,74.43,"Junior","Large",75,18.75,74.43,30.2276731264399,59.13,"P3 - Medium","WAIT / PRIORITIZE",327,1437.3,1443.36,678.93,684.99,100,315,"Completed"
316,"PL-0053","SAST","Critical",4,758.82,4.63,93.89,"Junior","Large",100,25,93.89,30.2456095597204,76.5,"P2 - High","BLOCK",112,1443.36,1447.99,684.54,689.17,100,316,"Completed"
317,"PL-0125","SAST","Medium",3,762.31,2.09,56.9,"Junior","Small",50,18.75,56.9,30.3847165644954,43.51,"P3 - Medium","PASS WITH MONITORING",597,1447.99,1450.08,685.68,687.77,100,317,"Completed"
318,"PL-0059","DAST","Low",1,763.39,6.34,17.86,"Intermediate","Small",25,6.25,17.86,30.4277640043685,20.01,"P4 - Low","PASS",964,1450.08,1456.42,686.69,693.03,100,318,"Completed"
319,"PL-0170","SCA","Low",2,769.9,3.05,26.1,"Intermediate","Medium",25,12.5,26.1,30.6872444058258,23.34,"P4 - Low","PASS",891,1456.42,1459.47,686.52,689.57,100,319,"Completed"
320,"PL-0190","SCA","Medium",7,770.31,4.81,43.3,"Senior","Medium",50,43.75,43.3,30.7035864894813,45.15,"P3 - Medium","PASS WITH MONITORING",544,1459.47,1464.28,689.16,693.97,100,320,"Completed"
321,"PL-0162","Container","Medium",4,774.86,3.38,44.44,"Junior","Medium",50,25,44.44,30.884943759317,41.7,"P3 - Medium","PASS WITH MONITORING",643,1464.28,1467.66,689.42,692.8,100,321,"Completed"
322,"PL-0087","DAST","Medium",5,775.91,8.01,38.17,"Junior","Large",50,31.25,38.17,30.9267954369714,41.39,"P3 - Medium","PASS",651,1467.66,1475.67,691.75,699.76,100,322,"Completed"
323,"PL-0228","SAST","High",5,782.24,4.27,73.67,"Senior","Small",75,31.25,73.67,31.1791012651164,61.54,"P2 - High","WAIT / PRIORITIZE",302,1475.67,1479.94,693.43,697.7,100,323,"Completed"
324,"PL-0057","SAST","Medium",1,784.32,4.94,48.85,"Intermediate","Medium",50,6.25,48.85,31.2620074456127,39.09,"P4 - Low","PASS WITH MONITORING",700,1479.94,1484.88,695.62,700.56,100,324,"Completed"
325,"PL-0148","DAST","Medium",5,785.9,6.61,50.32,"Intermediate","Medium",50,31.25,50.32,31.3249842557974,44.46,"P3 - Medium","PASS WITH MONITORING",563,1484.88,1491.49,698.98,705.59,100,325,"Completed"
326,"PL-0027","SAST","High",7,786.28,5.22,75.31,"Senior","Small",75,43.75,75.31,31.3401305772343,64.46,"P2 - High","WAIT / PRIORITIZE",263,1491.49,1496.71,705.21,710.43,100,326,"Completed"
327,"PL-0174","SCA","High",5,788.85,4.47,84.07,"Intermediate","Medium",75,31.25,84.07,31.442567540636,64.16,"P2 - High","WAIT / PRIORITIZE",266,1496.71,1501.18,707.86,712.33,100,327,"Completed"
328,"PL-0174","IaC","Low",2,791.13,2.75,17.21,"Intermediate","Small",25,12.5,17.21,31.533445469257,21.21,"P4 - Low","PASS",944,1501.18,1503.93,710.05,712.8,100,328,"Completed"
329,"PL-0003","SAST","Low",2,795.15,4.31,28.08,"Senior","Small",25,12.5,28.08,31.6936776065623,23.94,"P4 - Low","PASS",878,1503.93,1508.24,708.78,713.09,100,329,"Completed"
330,"PL-0095","Container","Medium",3,796.94,5.4,53.48,"Intermediate","Medium",50,18.75,53.48,31.7650247522779,42.8,"P3 - Medium","PASS WITH MONITORING",617,1508.24,1513.64,711.3,716.7,100,330,"Completed"
331,"PL-0191","SAST","Low",3,797.44,3.28,18.15,"Intermediate","Large",25,18.75,18.15,31.7849541225895,22.72,"P4 - Low","PASS",910,1513.64,1516.92,716.2,719.48,100,331,"Completed"
332,"PL-0138","IaC","Medium",2,804.36,1.7,49.3,"Intermediate","Small",50,12.5,49.3,32.0607766077023,40.53,"P3 - Medium","PASS WITH MONITORING",668,1516.92,1518.62,712.56,714.26,100,332,"Completed"
333,"PL-0255","Container","Medium",6,804.74,6.15,47.08,"Intermediate","Medium",50,37.5,47.08,32.0759229291391,44.98,"P3 - Medium","PASS WITH MONITORING",547,1518.62,1524.77,713.88,720.03,100,333,"Completed"
334,"PL-0084","DAST","Low",1,814.8,6.08,28.41,"Intermediate","Large",25,6.25,28.41,32.4769018598088,22.85,"P4 - Low","PASS",907,1524.77,1530.85,709.97,716.05,100,334,"Completed"
335,"PL-0157","Container","Low",2,818.89,5.29,29.57,"Senior","Small",25,12.5,29.57,32.6399241089578,24.41,"P4 - Low","PASS",869,1530.85,1536.14,711.96,717.25,100,335,"Completed"
336,"PL-0238","DAST","Medium",6,818.98,5.98,51.09,"Intermediate","Large",50,37.5,51.09,32.6435113956139,46.04,"P3 - Medium","PASS WITH MONITORING",517,1536.14,1542.12,717.16,723.14,100,336,"Completed"
337,"PL-0196","Container","Critical",10,820.55,6.17,100,"Junior","Medium",100,62.5,100,32.7060896183924,85.77,"P1 - Critical","BLOCK",53,1542.12,1548.29,721.57,727.74,100,337,"Completed"
338,"PL-0168","DAST","Low",1,822.34,5.66,22.71,"Intermediate","Medium",25,6.25,22.71,32.777436764108,21.46,"P4 - Low","PASS",937,1548.29,1553.95,725.95,731.61,100,338,"Completed"
339,"PL-0087","SAST","High",9,822.6,5.2,87.35,"Junior","Small",75,56.25,87.35,32.78780003667,70.12,"P2 - High","WAIT / PRIORITIZE",157,1553.95,1559.15,731.35,736.55,100,339,"Completed"
340,"PL-0218","SAST","High",6,823.61,5.59,81.65,"Senior","Large",75,37.5,81.65,32.8280573646995,64.95,"P2 - High","WAIT / PRIORITIZE",251,1559.15,1564.74,735.54,741.13,100,340,"Completed"
341,"PL-0202","SAST","Low",1,825.25,3.99,27.38,"Junior","Medium",25,6.25,27.38,32.8934256993216,22.63,"P4 - Low","PASS",914,1564.74,1568.73,739.49,743.48,100,341,"Completed"
342,"PL-0110","SCA","Low",3,827.57,3.78,13.3,"Junior","Small",25,18.75,13.3,32.9858979775675,21.62,"P4 - Low","PASS",932,1568.73,1572.51,741.16,744.94,100,342,"Completed"
343,"PL-0119","SAST","Low",1,830.83,4.3,24.1,"Senior","Small",25,6.25,24.1,33.1158374719992,21.84,"P4 - Low","PASS",928,1572.51,1576.81,741.68,745.98,100,343,"Completed"
344,"PL-0107","DAST","Low",3,831.11,5.63,14.46,"Intermediate","Large",25,18.75,14.46,33.1269979193737,21.93,"P4 - Low","PASS",926,1576.81,1582.44,745.7,751.33,100,344,"Completed"
345,"PL-0215","DAST","High",4,831.52,5.87,80.08,"Intermediate","Medium",75,25,80.08,33.1433400030293,62.08,"P2 - High","WAIT / PRIORITIZE",294,1582.44,1588.31,750.92,756.79,100,345,"Completed"
346,"PL-0054","DAST","Low",1,834.71,6.28,20.53,"Intermediate","Large",25,6.25,20.53,33.2704893856174,20.96,"P4 - Low","PASS",948,1588.31,1594.59,753.6,759.88,100,346,"Completed"
347,"PL-0057","DAST","Critical",7,835.65,7.01,100,"Junior","Medium",100,43.75,100,33.3079566018032,82.08,"P1 - Critical","BLOCK",83,1594.59,1601.6,758.94,765.95,100,347,"Completed"
348,"PL-0027","DAST","Low",1,840.88,5.28,28.68,"Intermediate","Large",25,6.25,28.68,33.5164178152627,23.02,"P4 - Low","PASS",901,1601.6,1606.88,760.72,766,100,348,"Completed"
349,"PL-0226","IaC","Medium",7,841.26,4.61,62.68,"Junior","Medium",50,43.75,62.68,33.5315641366995,50.27,"P3 - Medium","PASS WITH MONITORING",409,1606.88,1611.49,765.62,770.23,100,349,"Completed"
350,"PL-0080","SAST","High",6,845.62,5.41,81.53,"Intermediate","Medium",75,37.5,81.53,33.7053482458168,65,"P2 - High","WAIT / PRIORITIZE",248,1611.49,1616.9,765.87,771.28,100,350,"Completed"
351,"PL-0110","DAST","High",5,846.98,6.44,72.18,"Intermediate","Small",75,31.25,72.18,33.7595561330644,61.42,"P2 - High","WAIT / PRIORITIZE",305,1616.9,1623.34,769.92,776.36,100,351,"Completed"
352,"PL-0217","IaC","High",3,847.54,3.76,76.58,"Intermediate","Small",75,18.75,76.58,33.7818770278134,60.02,"P2 - High","WAIT / PRIORITIZE",320,1623.34,1627.1,775.8,779.56,100,352,"Completed"
353,"PL-0015","SAST","Low",1,847.58,4.31,39.86,"Intermediate","Medium",25,6.25,39.86,33.7834713774384,25.84,"P4 - Low","PASS",835,1627.1,1631.41,779.52,783.83,100,353,"Completed"
354,"PL-0241","SAST","Medium",4,847.79,5.09,51.21,"Intermediate","Small",50,25,51.21,33.7918417129692,43.68,"P3 - Medium","PASS WITH MONITORING",591,1631.41,1636.5,783.62,788.71,100,354,"Completed"
355,"PL-0023","SAST","Low",3,853.12,3.57,29.48,"Intermediate","Small",25,18.75,29.48,34.0042888004911,25.77,"P4 - Low","PASS",837,1636.5,1640.07,783.38,786.95,100,355,"Completed"
356,"PL-0266","SCA","Medium",4,859.68,4.38,50.07,"Senior","Small",50,25,50.07,34.2657621389795,43.44,"P3 - Medium","PASS WITH MONITORING",603,1640.07,1644.45,780.39,784.77,100,356,"Completed"
357,"PL-0141","IaC","Low",1,865.87,3.99,31.3,"Intermediate","Small",25,6.25,31.3,34.5124877434373,23.78,"P4 - Low","PASS",883,1644.45,1648.44,778.58,782.57,100,357,"Completed"
358,"PL-0062","IaC","Medium",4,867.47,4.33,49.91,"Junior","Large",50,25,49.91,34.5762617284344,43.44,"P3 - Medium","PASS WITH MONITORING",604,1648.44,1652.77,780.97,785.3,100,358,"Completed"
359,"PL-0257","SCA","Critical",14,870.8,5.91,100,"Intermediate","Small",100,87.5,100,34.7089913347098,90.97,"P1 - Critical","BLOCK",14,1652.77,1658.68,781.97,787.88,100,359,"Completed"
360,"PL-0267","Container","High",5,871.16,5.55,88.81,"Intermediate","Small",75,31.25,88.81,34.7233404813341,65.67,"P2 - High","WAIT / PRIORITIZE",240,1658.68,1664.23,787.52,793.07,100,360,"Completed"
361,"PL-0282","IaC","High",9,871.86,4.08,87.31,"Senior","Small",75,56.25,87.31,34.7512415997704,70.3,"P2 - High","WAIT / PRIORITIZE",153,1664.23,1668.31,792.37,796.45,100,361,"Completed"
362,"PL-0250","DAST","Medium",1,874.23,5.88,56.83,"Intermediate","Small",50,6.25,56.83,34.8457068150475,41.44,"P3 - Medium","PASS WITH MONITORING",647,1668.31,1674.19,794.08,799.96,100,362,"Completed"
363,"PL-0074","DAST","Low",2,876.22,5.73,21.59,"Junior","Medium",25,12.5,21.59,34.9250257088877,22.64,"P4 - Low","PASS",913,1674.19,1679.92,797.97,803.7,100,363,"Completed"
364,"PL-0123","Container","Low",1,879.82,5.42,24.09,"Intermediate","Medium",25,6.25,24.09,35.0685171751313,22.03,"P4 - Low","PASS",924,1679.92,1685.34,800.1,805.52,100,364,"Completed"
365,"PL-0100","DAST","Low",1,898.17,6.11,32.08,"Junior","Medium",25,6.25,32.08,35.7999250655676,24.1,"P4 - Low","PASS",876,1685.34,1691.45,787.17,793.28,100,365,"Completed"
366,"PL-0198","SAST","Medium",2,900.54,2.07,41.42,"Intermediate","Small",50,12.5,41.42,35.8943902808447,38.94,"P4 - Low","PASS WITH MONITORING",705,1691.45,1693.52,790.91,792.98,100,366,"Completed"
367,"PL-0091","SCA","Medium",7,900.82,2.97,56.69,"Junior","Medium",50,43.75,56.69,35.9055507282192,49.01,"P3 - Medium","PASS WITH MONITORING",436,1693.52,1696.49,792.7,795.67,100,367,"Completed"
368,"PL-0212","SAST","High",7,901.98,4.61,63.81,"Junior","Small",75,43.75,63.81,35.9517868673421,62.05,"P2 - High","PASS WITH MONITORING",297,1696.49,1701.1,794.51,799.12,100,368,"Completed"
369,"PL-0281","SAST","Low",1,903.9,1.56,22.55,"Junior","Small",25,6.25,22.55,36.0283156493387,21.74,"P4 - Low","PASS",929,1701.1,1702.66,797.2,798.76,100,369,"Completed"
370,"PL-0024","Container","Low",2,905.14,4.9,15.74,"Junior","Large",25,12.5,15.74,36.0777404877115,21.29,"P4 - Low","PASS",941,1702.66,1707.56,797.52,802.42,100,370,"Completed"
371,"PL-0080","Container","Low",1,907.62,3.71,17.78,"Junior","Medium",25,6.25,17.78,36.1765901644572,20.56,"P4 - Low","PASS",956,1707.56,1711.27,799.94,803.65,100,371,"Completed"
372,"PL-0016","SAST","Medium",2,911.98,4.26,36.43,"Intermediate","Medium",50,12.5,36.43,36.3503742735744,37.74,"P4 - Low","PASS",724,1711.27,1715.53,799.29,803.55,100,372,"Completed"
373,"PL-0243","DAST","Medium",5,913.5,6.68,55.08,"Senior","Small",50,31.25,55.08,36.4109595593218,46.16,"P3 - Medium","PASS WITH MONITORING",511,1715.53,1722.21,802.03,808.71,100,373,"Completed"
374,"PL-0003","SAST","Low",1,914.92,2.15,28.13,"Junior","Large",25,6.25,28.13,36.4675589710067,23.18,"P4 - Low","PASS",894,1722.21,1724.36,807.29,809.44,100,374,"Completed"
375,"PL-0224","Container","Medium",6,918.22,5.95,56.57,"Intermediate","Small",50,37.5,56.57,36.5990928150634,47.8,"P3 - Medium","PASS WITH MONITORING",472,1724.36,1730.31,806.14,812.09,100,375,"Completed"
376,"PL-0149","DAST","Medium",5,924.82,5.77,53.1,"Senior","Medium",50,31.25,53.1,36.8621605031767,45.71,"P3 - Medium","PASS WITH MONITORING",527,1730.31,1736.08,805.49,811.26,100,376,"Completed"
377,"PL-0231","IaC","High",6,929.06,6.54,68.62,"Senior","Small",75,37.5,68.62,37.0311615634192,62.11,"P2 - High","PASS WITH MONITORING",293,1736.08,1742.62,807.02,813.56,100,377,"Completed"
378,"PL-0195","SCA","High",2,929.71,2.27,63.72,"Junior","Medium",75,12.5,63.72,37.0570697448243,55.89,"P3 - Medium","PASS WITH MONITORING",348,1742.62,1744.89,812.91,815.18,100,378,"Completed"
379,"PL-0010","Container","High",7,931.06,5.87,82.89,"Junior","Small",75,43.75,82.89,37.1108790446657,66.93,"P2 - High","WAIT / PRIORITIZE",213,1744.89,1750.76,813.83,819.7,100,379,"Completed"
380,"PL-0135","SCA","Critical",10,931.68,4.55,100,"Intermediate","Medium",100,62.5,100,37.1355914638521,86.21,"P1 - Critical","BLOCK",49,1750.76,1755.31,819.08,823.63,100,380,"Completed"
381,"PL-0147","SAST","Medium",3,935.86,2.92,47.18,"Intermediate","Medium",50,18.75,47.18,37.3022009996572,41.78,"P3 - Medium","PASS WITH MONITORING",640,1755.31,1758.23,819.45,822.37,100,381,"Completed"
382,"PL-0170","DAST","Low",2,937.81,6.03,37.88,"Senior","Large",25,12.5,37.88,37.3799255438725,26.96,"P4 - Low","PASS",815,1758.23,1764.26,820.42,826.45,100,382,"Completed"
